doc_id,doi,title,reaction_system,raw_reaction_system,confidence,rationale,evidence_terms,status
doc_0065,,10.1002/ange.201407357,unknown,unknown,0.09,"Only a DOI string was provided (title field contains the DOI) and both abstract and conclusion are empty. There is no substantive information to determine whether the paper focuses on CO2RR, CORR, another electrochemical reaction, or is non-reaction work.","['DOI only', 'no abstract', 'no conclusion']",ok
doc_0066,,10.1002/ange.201412214,unknown,unknown,0.1,"Only a DOI-like identifier was provided (10.1002/ange.201412214) with no title, abstract, or conclusion text. There is insufficient information to determine the paper's main reaction system.",[],ok
doc_0067,,10.1002/ange.201502099,CORR,CORR,0.85,"The abstract repeatedly describes electroreduction of CO (references to “electroreduction of CO,” “protonation of CO and the formation of hydrocarbons,” and “synthetic fuel production from CO”), focusing on CO feed conversion and CO-selective catalysts. Although CO2RR is mentioned as background, the experiments and mechanistic discussion center on CO electroreduction, i.e., CORR.","['electroreduction of CO', 'CO electroreduction', 'protonation of CO', 'formation of hydrocarbons from CO', 'synthetic fuel production from CO']",ok
doc_0068,,10.1002/ange.201503455,non_reaction,non_reaction,0.85,"The abstract describes stoichiometric chemical reduction and cleavage of carbon monoxide (CO) using a lithium disilenide and DFT-supported mechanisms. It discusses homogeneous/main-group CO reduction and Fischer–Tropsch context, with no mention of CO2, electrochemical CO/CO2 reduction, electrolysis, electrodes, or applied potential. Thus the paper is about a chemical CO reduction reaction system (not an electrochemical CO2RR/CORR), so it does not fit CO2RR/CORR and is best labeled as non_reaction with respect to electrochemical reaction systems.","['reductive cleavage of the triple bond in carbon monoxide', 'reduction of carbon monoxide (CO)', 'lithium disilenide', 'stoichiometric reactions with CO', 'Fischer–Tropsch context']",ok
doc_0069,,10.1002/ange.201508851,CORR,CORR,0.93,"The abstract specifically investigates electroreduction of CO on oxide-derived Cu electrodes, identifying acetaldehyde as an intermediate in the conversion of CO to ethanol and reporting Faradaic efficiencies for CO reduction products. Although CO2 is mentioned as a broader context, the experimental focus is on CO reduction (CORR).","['electroreduction of CO', 'CO reduction to ethanol', 'acetaldehyde intermediate', 'oxide-derived copper (OD-Cu) electrodes', 'Faradaic efficiency for CO reduction']",ok
doc_0070,,10.1002/ange.201601582,CO2RR,CO2RR,0.93,"The abstract repeatedly discusses electrocatalytic CO2 reduction (CO2RR), selectivity toward multicarbon products (e.g., ethylene), Faradaic efficiencies for ethylene, and Cu catalysts for CO2 conversion. The primary reaction system is clearly CO2 electroreduction.","['CO2 reduction', 'CO2RR', 'electrocatalysts', 'ethylene', 'faradaic efficiency', 'multicarbon products', 'hydrocarbons', 'copper nanocrystals']",ok
doc_0071,,10.1002/ange.201604654,CO2RR,CO2RR,0.95,"The abstract explicitly describes the electrocatalytic reduction of carbon dioxide to carbon monoxide on oxide-derived silver electrocatalysts, reporting CO production, faradaic efficiency for CO, and mechanistic discussion of CO2 reduction intermediates. This clearly identifies CO2 electroreduction as the paper's main reaction system.","['electrocatalytic reduction of carbon dioxide to carbon monoxide', 'electrochemically reducing CO2 to CO', 'CO production', 'faradaic efficiency for CO production', 'stabilization of COOHC intermediate', 'electrochemical conversion of CO2']",ok
doc_0072,,10.1002/ange.201608597,unknown,unknown,0.15,"Only a DOI-like identifier was provided as the title and both abstract and conclusion are missing. There is insufficient information to determine whether the paper focuses on CO2RR, CORR, another electrochemical reaction, or is non-reaction (materials/methods/theory).","['title appears to be DOI only', 'no abstract provided', 'no conclusion provided', 'insufficient information']",ok
doc_0073,,10.1002/ange.201700580,unknown,unknown,0.14,Only a DOI string was provided as the title; abstract and conclusion are empty. There is no information about any electrochemical reaction system to classify the paper.,"['title is only DOI (10.1002/ange.201700580)', 'no abstract provided', 'no conclusion provided']",ok
doc_0074,,10.1002/ange.201706311,unknown,unknown,0.12,"The provided title is only a DOI and the abstract is a German publication/Accepted-Article notice with no scientific content about electrochemical reactions. No conclusion text was provided. There is insufficient information to identify CO2RR, CORR, or any specific electrochemical reaction.","['DOI: 10.1002/ange.201706311', 'Accepted Article notice', 'publication/copyright statement', 'no scientific content about reactions']",ok
doc_0075,,10.1002/ange.201712451,unknown,unknown,0.25,"The provided title is only a DOI and the abstract is a German publication notice about an Accepted Article with no scientific content or mention of any electrochemical reaction. No conclusion is given. There is insufficient information to determine whether the paper focuses on CO2RR, CORR, another reaction, or is non-reaction work.","['Accepted Article', 'akzeptierter Artikel', 'DOI', 'deutsche Übersetzung', 'keine wissenschaftlichen Inhalte']",ok
doc_0076,,10.1002/ange.201802083,CO2RR,CO2RR,0.95,"The title/abstract and conclusion explicitly state the study investigates CO2 electroreduction (CO2RR) on Cu nanocubes, discussing CO2RR selectivity, C2 vs C1 products (C2H4, ethanol, CH4), and operando monitoring under CO2RR conditions.","['CO2 electroreduction', 'CO2RR', 'C2/C1 product ratio', 'C2H4', 'ethanol', 'CH4', 'selectivity for CO2RR versus HER', 'operando EC-AFM', 'Cu-cubes on C under CO2RR']",ok
doc_0077,,10.1002/ange.201805871,unknown,unknown,0.12,"The provided title is only a DOI and the abstract is a publication boilerplate in German about an 'Accepted Article' with no scientific content or mention of any electrochemical reaction; the conclusion is empty. There is no information to identify CO2RR, CORR, another electrochemical reaction, or to classify the paper as non-reaction.","['DOI: 10.1002/ange.201805871', '""akzeptierter Artikel"" / Accepted Article', 'abstract contains only publication boilerplate; no reaction terms']",ok
doc_0078,,10.1002/ange.201907994,CO2RR,CO2RR,0.95,"The conclusion explicitly describes CO2 electroreduction to ethanol (mentions CO2 electroreduction, Faradaic yields for ethanol, CO2 flow-rate, multicarbon products, and electrolysis), so the paper's main reaction is carbon dioxide electroreduction (CO2RR).","['CO2 electroreduction', 'ethanol (EtOH)', 'Faradaic yields', 'CO2 flow-rate', 'electrolysis', 'multicarbon products', 'CuN4 sites converting to metallic Cu nanoparticles', 'operando XAS']",ok
doc_0079,,10.1002/ange.201909257,both,both,0.78,"The abstract discusses electrochemical conversion of both CO2 and CO to more reduced products (methanol). It highlights cobalt phthalocyanine as a catalyst for CO2→CO and reports catalysis of CO (and CO2) to methanol, and proposes a sequential process where CO2 is first converted to CO which is then converted to methanol. Both CO2RR and CORR are central to the paper.","['electrochemical conversion of CO into valuable molecules', 'electrochemical conversion of CO2 to CO', 'cobalt phthalocyanine catalyzes reaction from CO (and CO2) to methanol', 'sequential process where CO2 is first converted to CO then to methanol', 'electrochemical reduction of carbon dioxide into methanol', 'six-electron-six-proton reduction']",ok
doc_0080,,10.1002/ange.201910155,CO2RR,CO2RR,0.95,"Both the abstract and conclusion explicitly state the work is about CO2 electroreduction (CO2RR) to produce C2+ products (ethylene and multicarbon alcohols) using nanostructured Cu catalysts in KHCO3 electrolyte, with reported Faradaic efficiencies and potentials vs RHE. This identifies CO2RR as the central reaction system.","['CO2 electroreduction', 'CO2RR', 'convert CO2 into ethylene', 'C2+ products', 'KHCO3', 'Faradaic efficiency', '-0.9 V vs. RHE', 'nanostructured Cu catalysts']",ok
doc_0081,,10.1002/ange.201910662,unknown,unknown,0.8,"The provided title is just a DOI and the abstract is an editorial publishing note in German about an Accepted Article and forthcoming English version; no scientific content or mention of CO2RR, CORR, or any electrochemical reaction is present. Conclusion is empty, so the reaction system cannot be determined from the provided text.","['Accepted Article', 'DOI 10.1002/ange.201910662', 'deutsche Übersetzung', 'englischen Fassung', 'Early-View', 'keine Reaktionsinformationen']",ok
doc_0082,,10.1002/ange.201911550,unknown,unknown,0.05,"Only a DOI string was provided (no title, abstract, or conclusion content). There is insufficient information to determine the paper's main electrochemical reaction system.",[],ok
doc_0083,,10.1002/ange.201912348,CO2RR,CO2RR,0.9,"The conclusion explicitly describes achieving a record CO2-to-CO conversion current, refers repeatedly to CO2 adsorption and enhancement of CO2RR, and mentions 'CO2 electroreduction' and 'CO2-to-fuels conversion'; the paper is clearly centered on carbon dioxide electroreduction.","['CO2 electroreduction', 'CO2RR', 'CO2-to-fuels conversion', 'CO2 adsorption', 'CO2-to-CO conversion', 'flow cell']",ok
doc_0084,,10.1002/ange.202005274,CO2RR,CO2RR,0.95,"The conclusion explicitly states the material 'catalyzes reduction of CO2 to CO in water' and discusses an electrocatalyst for converting CO2 into chemicals, indicating carbon dioxide electroreduction is the main reaction.","['reduction of CO2 to CO', 'catalyzes reduction of CO2', 'electrocatalyst', 'convert CO2 into various valuable chemicals', 'CO2 to CO']",ok
doc_0086,,10.1002/ange.202011836,both,both,0.92,"The conclusion explicitly discusses both CO2RR (CO2 reduction) and CORR (CO reduction/CO electrolysis) as central targets, comparing performance for CO production from CO2 and C2+ production from CO and highlighting catalyst design for both reactions.","['CO2RR', 'CORR', 'CO electrolysis', 'CO2 reduction', 'C2+ productions', 'CO selectivity over H2', 'Cu nanoclusters', 'nanocluster catalyst (1–1.5 nm)']",ok
doc_0087,,10.1002/ange.202016332,unknown,unknown,0.05,"No title, abstract, or conclusion text provided—only a DOI string. Insufficient information to determine whether the paper focuses on CO2RR, CORR, another electrochemical reaction, or is non-reaction content.","['DOI only', 'no abstract', 'no conclusion']",ok
doc_0089,,10.1002/ange.202108902,unknown,unknown,0.85,Title is only a DOI and the abstract is a publisher's administrative note in German with no scientific content; conclusion is empty. There is no information about any electrochemical reaction system to classify the paper.,"['DOI only title', 'abstract is publisher/administrative note', 'no reaction names (CO2, CO, HER, ORR, OER, etc.)', 'conclusion missing']",ok
doc_0090,,10.1002/cssc.201200564,other_reaction,other_reaction,0.95,Both the abstract and conclusion explicitly state the work is on the oxygen reduction reaction (ORR) and development of ORR electrocatalysts; no mention of CO2 or CO electroreduction is present.,"['oxygen reduction reaction', 'ORR', 'ORR electrocatalyst', 'methanol tolerance', 'Pt/C', 'dual-doping', 'carbon nanomaterials']",ok
doc_0091,,10.1002/cssc.201501591,CO2RR,CO2RR,0.92,"The abstract explicitly describes electrochemical reduction/splitting of CO2 in molten salts to form graphene at a cathode and O2 evolution at the anode, indicating CO2 electroreduction is the central reaction system.","['electrochemical reduction of CO2', 'electrochemically split into graphene', 'molten salts', 'stainless steel cathode', 'O2 gas produced at the RuO2–TiO2 inert anode']",ok
doc_0092,,10.1002/cssc.201600165,other_reaction,other_reaction,0.9,"The abstract and conclusion describe MXenes coupled with TiO2 for visible-light-driven hydrogen production via photocatalytic water splitting and reference enhanced hydrogen evolution reaction. The work focuses on photocatalytic H2 generation (HER/water splitting), not CO2 or CO electroreduction.","['hydrogen production', 'photocatalytic water splitting', 'hydrogen evolution reaction', 'TiO2/Ti3C2Tx composite', 'visible-light-induced hydrogen production']",ok
doc_0093,,10.1002/cssc.201600394,CO2RR,CO2RR,0.9,"The abstract explicitly analyzes the electroreduction of CO2 to various C1–C2 products (CO, formic acid, methanol, methane, ethanol, ethylene) and derives performance metrics (Faradaic efficiency, cell potential, current density, catalyst durability) for CO2 electroreduction, indicating CO2RR is the central reaction system.","['electroreduction of CO2', 'carbon monoxide', 'formic acid (HCOOH)', 'methanol', 'methane', 'ethanol', 'ethylene', 'Faradaic efficiency', 'operating cell potential', 'current density', 'catalyst durability']",ok
doc_0094,,10.1002/cssc.201701825,CO2RR,CO2RR,0.93,"The conclusion explicitly states the manuscript summarizes literature on electrocatalytic alloys for CO2 reduction and repeatedly mentions CO2 reduction, CO2 catalysts, and CO2 electrochemistry; the paper is a review focused on CO2 electroreduction.","['CO2 reduction', 'CO_{2} reduction electrochemistry', 'CO2 catalysts', 'Electrocatalytic alloys for CO2 reduction', 'CO2']",ok
